Hebrew_character,Names,Frequencies
ונגד,Waw_Nun-medial_Gimel_Dalet,2
עבים,Ayin_Bet_Yod_Mem,2
תרבה,Taw_Resh_Bet_He,2
ישרתו,Yod_Shin_Resh_Taw_Waw,2
שפכין,Shin_Pe_Kaf_Yod_Nun-final,2
יכלא,Yod_Kaf_Lamed_Alef,2
רובד,Resh_Waw_Bet_Dalet,2
תשפוך,Taw_Shin_Pe_Waw_Kaf-final,2
ולשרי,Waw_Lamed_Shin_Resh_Yod,2
כיורדי,Kaf_Yod_Waw_Resh_Dalet_Yod,2
נינוה,Nun-medial_Yod_Nun-medial_Waw_He,2
באמא,Bet_Alef_Mem-medial_Alef,2
כנפי,Kaf_Nun-medial_Pe_Yod,2
בטח,Bet_Tet_Het,2
לפושעים,Lamed_Pe_Waw_Shin_Ayin_Yod_Mem,2
בוז,Bet_Waw_Zayin,2
שאון,Shin_Alef_Waw_Nun-final,2
ביני,Bet_Yod_Nun-medial_Yod,2
עיניו,Ayin_Yod_Nun-medial_Yod_Waw,2
יפלס,Yod_Pe_Lamed_Samekh,2
אליכם,Alef_Lamed_Yod_Kaf_Mem,2
ותפלה,Waw_Taw_Pe_Lamed_He,2
ושרים,Waw_Shin_Resh_Yod_Mem,2
הכיור,He_Kaf_Yod_Waw_Resh,2
יצפה,Yod_Tsadi_Pe_He,2
ותחנה,Waw_Taw_Het_Nun-medial_He,2
למחסורכה,Lamed_Mem-medial_Het_Samekh_Waw_Resh_Kaf_He,2
הסירותה,He_Samekh_Yod_Resh_Waw_Taw_He,2
ולני,Waw_Lamed_Nun-medial_Yod,2
נמרץ,Nun-medial_Mem-medial_Resh_Tasdi-final,2
רביע,Resh_Bet_Yod_Ayin,2
ובשכל,Waw_Bet_Shin_Kaf_Lamed,2
תדבר,Taw_Dalet_Bet_Resh,2
לאלפים,Lamed_Alef_Lamed_Pe_Yod_Mem,2
אשתני,Alef_Shin_Taw_Nun-medial_Yod,2
יסלח,Yod_Samekh_Lamed_Het,2
שריד,Shin_Resh_Yod_Dalet,2
וריח,Waw_Resh_Yod_Het,2
מושבי,Mem-medial_Waw_Shin_Bet_Yod,2
לשלוש,Lamed_Shin_Lamed_Waw_Shin,2
באהבת,Bet_Alef_He_Bet_Taw,2
ומשמאול,Waw_Mem-medial_Shin_Mem-medial_Alef_Waw_Lamed,2
הסאה,He_Samekh_Alef_He,2
להטוהר,Lamed_He_Tet_Waw_He_Resh,2
המוצקות,He_Mem-medial_Waw_Tsadi_Qof_Waw_Taw,2
ודלתותיו,Waw_Dalet_Lamed_Taw_Waw_Taw_Yod_Waw,2
ונסכה,Waw_Nun-medial_Samekh_Kaf_He,2
והנביא,Waw_He_Nun-medial_Bet_Yod_Alef,2
רוחותם,Resh_Waw_Het_Waw_Taw_Mem,2
גבהות,Gimel_Bet_He_Waw_Taw,2
שמונים,Shin_Mem-medial_Waw_Nun-medial_Yod_Mem,2
פליטה,Pe_Lamed_Yod_Tet_He,2
לתהום,Lamed_Taw_He_Waw_Mem,2
הרגם,He_Resh_Gimel_Mem,2
ותעמד,Waw_Taw_Ayin_Mem-medial_Dalet,2
מאיש,Mem-medial_Alef_Yod_Shin,2
המתים,He_Mem-medial_Taw_Yod_Mem,2
הבוא,He_Bet_Waw_Alef,2
וימי,Waw_Yod_Mem-medial_Yod,2
יקטיר,Yod_Qof_Tet_Yod_Resh,2
שונאי,Shin_Waw_Nun-medial_Alef_Yod,2
יועץ,Yod_Waw_Ayin_Tasdi-final,2
בכורי,Bet_Kaf_Waw_Resh_Yod,2
מאחד,Mem-medial_Alef_Het_Dalet,2
דומה,Dalet_Waw_Mem-medial_He,2
ווא,Waw_Waw_Alef,2
ישביתו,Yod_Shin_Bet_Yod_Taw_Waw,2
בקדם,Bet_Qof_Dalet_Mem,2
ובגבורתו,Waw_Bet_Gimel_Bet_Waw_Resh_Taw_Waw,2
הואשר,He_Waw_Alef_Shin_Resh,2
בהוד,Bet_He_Waw_Dalet,2
וירשתה,Waw_Yod_Resh_Shin_Taw_He,2
ותשובת,Waw_Taw_Shin_Waw_Bet_Taw,2
ונהיה,Waw_Nun-medial_He_Yod_He,2
דה,Dalet_He,2
בהשלם,Bet_He_Shin_Lamed_Mem,2
תמניה,Taw_Mem-medial_Nun-medial_Yod_He,2
השלחן,He_Shin_Lamed_Het_Nun-final,2
המעלות,He_Mem-medial_Ayin_Lamed_Waw_Taw,2
לאנשא,Lamed_Alef_Nun-medial_Shin_Alef,2
וכוחו,Waw_Kaf_Waw_Het_Waw,2
מערי,Mem-medial_Ayin_Resh_Yod,2
ונתתים,Waw_Nun-medial_Taw_Taw_Yod_Mem,2
תחיה,Taw_Het_Yod_He,2
בבשרו,Bet_Bet_Shin_Resh_Waw,2
ופתי,Waw_Pe_Taw_Yod,2
כור,Kaf_Waw_Resh,2
וואנו,Waw_Waw_Alef_Nun-medial_Waw,2
וקרקר,Waw_Qof_Resh_Qof_Resh,2
ועמו,Waw_Ayin_Mem-medial_Waw,2
מחשכים,Mem-medial_Het_Shin_Kaf_Yod_Mem,2
ונתתיה,Waw_Nun-medial_Taw_Taw_Yod_He,2
מיני,Mem-medial_Yod_Nun-medial_Yod,2
ויכבסו,Waw_Yod_Kaf_Bet_Samekh_Waw,2
בנהיה,Bet_Nun-medial_He_Yod_He,2
נחושה,Nun-medial_Het_Waw_Shin_He,2
מצרה,Mem-medial_Tsadi_Resh_He,2
אמוץ,Alef_Mem-medial_Waw_Tasdi-final,2
תכוני,Taw_Kaf_Waw_Nun-medial_Yod,2
תשמיד,Taw_Shin_Mem-medial_Yod_Dalet,2
מולאת,Mem-medial_Waw_Lamed_Alef_Taw,2
לבזה,Lamed_Bet_Zayin_He,2
מפיהו,Mem-medial_Pe_Yod_He_Waw,2
אורכו,Alef_Waw_Resh_Kaf_Waw,2
תטהר,Taw_Tet_He_Resh,2
רביעי,Resh_Bet_Yod_Ayin_Yod,2
טלל,Tet_Lamed_Lamed,2
מראש,Mem-medial_Resh_Alef_Shin,2
גמל,Gimel_Mem-medial_Lamed,2
בובו,Bet_Waw_Bet_Waw,2
לאפלה,Lamed_Alef_Pe_Lamed_He,2
מליצי,Mem-medial_Lamed_Yod_Tsadi_Yod,2
הנשים,He_Nun-medial_Shin_Yod_Mem,2
וימת,Waw_Yod_Mem-medial_Taw,2
יכין,Yod_Kaf_Yod_Nun-final,2
ארצו,Alef_Resh_Tsadi_Waw,2
להוב,Lamed_He_Waw_Bet,2
הארצ,He_Alef_Resh_Tsadi,2
להשחית,Lamed_He_Shin_Het_Yod_Taw,2
ואומרים,Waw_Alef_Waw_Mem-medial_Resh_Yod_Mem,2
מרוב,Mem-medial_Resh_Waw_Bet,2
במעמדו,Bet_Mem-medial_Ayin_Mem-medial_Dalet_Waw,2
ויאר,Waw_Yod_Alef_Resh,2
וקום,Waw_Qof_Waw_Mem,2
טוביה,Tet_Waw_Bet_Yod_He,2
ולתת,Waw_Lamed_Taw_Taw,2
ובלאין,Waw_Bet_Lamed_Alef_Yod_Nun-final,2
משלו,Mem-medial_Shin_Lamed_Waw,2
לעבדי,Lamed_Ayin_Bet_Dalet_Yod,2
בטב,Bet_Tet_Bet,2
זרעם,Zayin_Resh_Ayin_Mem,2
בחמה,Bet_Het_Mem-medial_He,2
לשמים,Lamed_Shin_Mem-medial_Yod_Mem,2
עבות,Ayin_Bet_Waw_Taw,2
ויבחר,Waw_Yod_Bet_Het_Resh,2
ובעת,Waw_Bet_Ayin_Taw,2
הביטו,He_Bet_Yod_Tet_Waw,2
בשמחת,Bet_Shin_Mem-medial_Het_Taw,2
מקדשו,Mem-medial_Qof_Dalet_Shin_Waw,2
שעיר,Shin_Ayin_Yod_Resh,2
קרי,Qof_Resh_Yod,2
בעשירי,Bet_Ayin_Shin_Yod_Resh_Yod,2
אופירים,Alef_Waw_Pe_Yod_Resh_Yod_Mem,2
ושמחו,Waw_Shin_Mem-medial_Het_Waw,2
רחץ,Resh_Het_Tasdi-final,2
לעמא,Lamed_Ayin_Mem-medial_Alef,2
בצאתם,Bet_Tsadi_Alef_Taw_Mem,2
הבחן,He_Bet_Het_Nun-final,2
השומר,He_Shin_Waw_Mem-medial_Resh,2
וגדל,Waw_Gimel_Dalet_Lamed,2
יומין,Yod_Waw_Mem-medial_Yod_Nun-final,2
שביעינ,Shin_Bet_Yod_Ayin_Yod_Nun-medial,2
וכתבו,Waw_Kaf_Taw_Bet_Waw,2
ושמור,Waw_Shin_Mem-medial_Waw_Resh,2
וחדו,Waw_Het_Dalet_Waw,2
ולעולם,Waw_Lamed_Ayin_Waw_Lamed_Mem,2
מלאכא,Mem-medial_Lamed_Alef_Kaf_Alef,2
תמרתא,Taw_Mem-medial_Resh_Taw_Alef,2
בגבורתו,Bet_Gimel_Bet_Waw_Resh_Taw_Waw,2
נמלטו,Nun-medial_Mem-medial_Lamed_Tet_Waw,2
ורוחבו,Waw_Resh_Waw_Het_Bet_Waw,2
הזקנים,He_Zayin_Qof_Nun-medial_Yod_Mem,2
המארב,He_Mem-medial_Alef_Resh_Bet,2
ובנחלת,Waw_Bet_Nun-medial_Het_Lamed_Taw,2
ובשלום,Waw_Bet_Shin_Lamed_Waw_Mem,2
כקרב,Kaf_Qof_Resh_Bet,2
לחג,Lamed_Het_Gimel,2
אסירין,Alef_Samekh_Yod_Resh_Yod_Nun-final,2
עפרה,Ayin_Pe_Resh_He,2
רבני,Resh_Bet_Nun-medial_Yod,2
אלהינו,Alef_Lamed_He_Yod_Nun-medial_Waw,2
רועה,Resh_Waw_Ayin_He,2
נקבה,Nun-medial_Qof_Bet_He,2
לחדה,Lamed_Het_Dalet_He,2
ויחה,Waw_Yod_Het_He,2
להגיד,Lamed_He_Gimel_Yod_Dalet,2
ואנתן,Waw_Alef_Nun-medial_Taw_Nun-final,2
טל,Tet_Lamed,2
ולמה,Waw_Lamed_Mem-medial_He,2
הבט,He_Bet_Tet,2
ויכתבו,Waw_Yod_Kaf_Taw_Bet_Waw,2
באשמתם,Bet_Alef_Shin_Mem-medial_Taw_Mem,2
לרשעה,Lamed_Resh_Shin_Ayin_He,2
ולדגים,Waw_Lamed_Dalet_Gimel_Yod_Mem,2
מופת,Mem-medial_Waw_Pe_Taw,2
הימנית,He_Yod_Mem-medial_Nun-medial_Yod_Taw,2
להרבות,Lamed_He_Resh_Bet_Waw_Taw,2
ההםה,He_He_Mem_He,2
בוארץ,Bet_Waw_Alef_Resh_Tasdi-final,2
ומשברי,Waw_Mem-medial_Shin_Bet_Resh_Yod,2
אשישים,Alef_Shin_Yod_Shin_Yod_Mem,2
כלעד,Kaf_Lamed_Ayin_Dalet,2
וכוהן,Waw_Kaf_Waw_He_Nun-final,2
בנחלתכה,Bet_Nun-medial_Het_Lamed_Taw_Kaf_He,2
ונהיות,Waw_Nun-medial_He_Yod_Waw_Taw,2
חק,Het_Qof,2
ברם,Bet_Resh_Mem,2
חלם,Het_Lamed_Mem,2
ומוצא,Waw_Mem-medial_Waw_Tsadi_Alef,2
תאוכל,Taw_Alef_Waw_Kaf_Lamed,2
רביעית,Resh_Bet_Yod_Ayin_Yod_Taw,2
ונאספה,Waw_Nun-medial_Alef_Samekh_Pe_He,2
הכסלים,He_Kaf_Samekh_Lamed_Yod_Mem,2
אלוהיכמה,Alef_Lamed_Waw_He_Yod_Kaf_Mem-medial_He,2
ללהון,Lamed_Lamed_He_Waw_Nun-final,2
הרקנוס,He_Resh_Qof_Nun-medial_Waw_Samekh,2
והחוי,Waw_He_Het_Waw_Yod,2
ועצום,Waw_Ayin_Tsadi_Waw_Mem,2
אומר,Alef_Waw_Mem-medial_Resh,2
יחלתי,Yod_Het_Lamed_Taw_Yod,2
המשל,He_Mem-medial_Shin_Lamed,2
ובהיותם,Waw_Bet_He_Yod_Waw_Taw_Mem,2
והנושא,Waw_He_Nun-medial_Waw_Shin_Alef,2
ירא,Yod_Resh_Alef,2
להרע,Lamed_He_Resh_Ayin,2
גלגל,Gimel_Lamed_Gimel_Lamed,2
והאלה,Waw_He_Alef_Lamed_He,2
פשעיכה,Pe_Shin_Ayin_Yod_Kaf_He,2
ומתוק,Waw_Mem-medial_Taw_Waw_Qof,2
להעלות,Lamed_He_Ayin_Lamed_Waw_Taw,2
להשפיל,Lamed_He_Shin_Pe_Yod_Lamed,2
מחרון,Mem-medial_Het_Resh_Waw_Nun-final,2
רננו,Resh_Nun-medial_Nun-medial_Waw,2
לבבשני,Lamed_Bet_Bet_Shin_Nun-medial_Yod,2
ובמשפט,Waw_Bet_Mem-medial_Shin_Pe_Tet,2
בפן,Bet_Pe_Nun-final,2
במועלם,Bet_Mem-medial_Waw_Ayin_Lamed_Mem,2
תנוסון,Taw_Nun-medial_Waw_Samekh_Waw_Nun-final,2
הכבד,He_Kaf_Bet_Dalet,2
בעשק,Bet_Ayin_Shin_Qof,2
מחובאים,Mem-medial_Het_Waw_Bet_Alef_Yod_Mem,2
למות,Lamed_Mem-medial_Waw_Taw,2
כפרה,Kaf_Pe_Resh_He,2
שורשי,Shin_Waw_Resh_Shin_Yod,2
ינוגע,Yod_Nun-medial_Waw_Gimel_Ayin,2
שבתותיכם,Shin_Bet_Taw_Waw_Taw_Yod_Kaf_Mem,2
כחושך,Kaf_Het_Waw_Shin_Kaf-final,2
ונחלת,Waw_Nun-medial_Het_Lamed_Taw,2
יגש,Yod_Gimel_Shin,2
משכן,Mem-medial_Shin_Kaf_Nun-final,2
הערוה,He_Ayin_Resh_Waw_He,2
ונוטר,Waw_Nun-medial_Waw_Tet_Resh,2
נסכו,Nun-medial_Samekh_Kaf_Waw,2
טוח,Tet_Waw_Het,2
וחמשת,Waw_Het_Mem-medial_Shin_Taw,2
קנאה,Qof_Nun-medial_Alef_He,2
למנוח,Lamed_Mem-medial_Nun-medial_Waw_Het,2
תפתכה,Taw_Pe_Taw_Kaf_He,2
אפי,Alef_Pe_Yod,2
מעשיה,Mem-medial_Ayin_Shin_Yod_He,2
להשקות,Lamed_He_Shin_Qof_Waw_Taw,2
גובה,Gimel_Waw_Bet_He,2
וושוקיו,Waw_Waw_Shin_Waw_Qof_Yod_Waw,2
ועמי,Waw_Ayin_Mem-medial_Yod,2
תכיר,Taw_Kaf_Yod_Resh,2
חוזק,Het_Waw_Zayin_Qof,2
טמאו,Tet_Mem-medial_Alef_Waw,2
ללעיני,Lamed_Lamed_Ayin_Yod_Nun-medial_Yod,2
לבושת,Lamed_Bet_Waw_Shin_Taw,2
להושיע,Lamed_He_Waw_Shin_Yod_Ayin,2
חידה,Het_Yod_Dalet_He,2
אחזיני,Alef_Het_Zayin_Yod_Nun-medial_Yod,2
לכסות,Lamed_Kaf_Samekh_Waw_Taw,2
לשלחה,Lamed_Shin_Lamed_Het_He,2
בידה,Bet_Yod_Dalet_He,2
שפיר,Shin_Pe_Yod_Resh,2
וענא,Waw_Ayin_Nun-medial_Alef,2
יליד,Yod_Lamed_Yod_Dalet,2
בוגם,Bet_Waw_Gimel_Mem,2
לויהיו,Lamed_Waw_Yod_He_Yod_Waw,2
השוכב,He_Shin_Waw_Kaf_Bet,2
ממזרח,Mem-medial_Mem-medial_Zayin_Resh_Het,2
יגיעו,Yod_Gimel_Yod_Ayin_Waw,2
הנשכות,He_Nun-medial_Shin_Kaf_Waw_Taw,2
כבור,Kaf_Bet_Waw_Resh,2
שבמלחמ,Shin_Bet_Mem-medial_Lamed_Het_Mem-medial,2
כדונג,Kaf_Dalet_Waw_Nun-medial_Gimel,2
מקומו,Mem-medial_Qof_Waw_Mem-medial_Waw,2
ויריעו,Waw_Yod_Resh_Yod_Ayin_Waw,2
לקושט,Lamed_Qof_Waw_Shin_Tet,2
בנחלתם,Bet_Nun-medial_Het_Lamed_Taw_Mem,2
אזור,Alef_Zayin_Waw_Resh,2
משענת,Mem-medial_Shin_Ayin_Nun-medial_Taw,2
נאמנים,Nun-medial_Alef_Mem-medial_Nun-medial_Yod_Mem,2
בשאול,Bet_Shin_Alef_Waw_Lamed,2
רזין,Resh_Zayin_Yod_Nun-final,2
בוער,Bet_Waw_Ayin_Resh,2
ויען,Waw_Yod_Ayin_Nun-final,2
ואכלתם,Waw_Alef_Kaf_Lamed_Taw_Mem,2
מענינו,Mem-medial_Ayin_Nun-medial_Yod_Nun-medial_Waw,2
ואנדע,Waw_Alef_Nun-medial_Dalet_Ayin,2
לחמם,Lamed_Het_Mem-medial_Mem,2
השלמה,He_Shin_Lamed_Mem-medial_He,2
אצבע,Alef_Tsadi_Bet_Ayin,2
תספר,Taw_Samekh_Pe_Resh,2
בארצכמה,Bet_Alef_Resh_Tsadi_Kaf_Mem-medial_He,2
בתולת,Bet_Taw_Waw_Lamed_Taw,2
קלה,Qof_Lamed_He,2
רציתה,Resh_Tsadi_Yod_Taw_He,2
בחרת,Bet_Het_Resh_Taw,2
לאמתו,Lamed_Alef_Mem-medial_Taw_Waw,2
בואבשלושה,Bet_Waw_Alef_Bet_Shin_Lamed_Waw_Shin_He,2
שמעת,Shin_Mem-medial_Ayin_Taw,2
ושבעתה,Waw_Shin_Bet_Ayin_Taw_He,2
בתאנוש,Bet_Taw_Alef_Nun-medial_Waw_Shin,2
ולוט,Waw_Lamed_Waw_Tet,2
מקצת,Mem-medial_Qof_Tsadi_Taw,2
לבנן,Lamed_Bet_Nun-medial_Nun-final,2
ויקטר,Waw_Yod_Qof_Tet_Resh,2
ארבעא,Alef_Resh_Bet_Ayin_Alef,2
בתלונה,Bet_Taw_Lamed_Waw_Nun-medial_He,2
ויסרו,Waw_Yod_Samekh_Resh_Waw,2
אשיח,Alef_Shin_Yod_Het,2
בחללי,Bet_Het_Lamed_Lamed_Yod,2
כוכבין,Kaf_Waw_Kaf_Bet_Yod_Nun-final,2
בלו,Bet_Lamed_Waw,2
מושלי,Mem-medial_Waw_Shin_Lamed_Yod,2
ויסעו,Waw_Yod_Samekh_Ayin_Waw,2
עכור,Ayin_Kaf_Waw_Resh,2
בחוקות,Bet_Het_Waw_Qof_Waw_Taw,2
עולימא,Ayin_Waw_Lamed_Yod_Mem-medial_Alef,2
קודמוהי,Qof_Waw_Dalet_Mem-medial_Waw_He_Yod,2
וכלהון,Waw_Kaf_Lamed_He_Waw_Nun-final,2
צנה,Tsadi_Nun-medial_He,2
יטו,Yod_Tet_Waw,2
ארחת,Alef_Resh_Het_Taw,2
משפטם,Mem-medial_Shin_Pe_Tet_Mem,2
טמאתו,Tet_Mem-medial_Alef_Taw_Waw,2
נמאר,Nun-medial_Mem-medial_Alef_Resh,2
וכאומן,Waw_Kaf_Alef_Waw_Mem-medial_Nun-final,2
ועליו,Waw_Ayin_Lamed_Yod_Waw,2
ומכוני,Waw_Mem-medial_Kaf_Waw_Nun-medial_Yod,2
והטור,Waw_He_Tet_Waw_Resh,2
מאלה,Mem-medial_Alef_Lamed_He,2
ולדרוש,Waw_Lamed_Dalet_Resh_Waw_Shin,2
ושופט,Waw_Shin_Waw_Pe_Tet,2
בתוכחת,Bet_Taw_Waw_Kaf_Het_Taw,2
בחסדיכה,Bet_Het_Samekh_Dalet_Yod_Kaf_He,2
ולהרים,Waw_Lamed_He_Resh_Yod_Mem,2
ובעבור,Waw_Bet_Ayin_Bet_Waw_Resh,2
למבוא,Lamed_Mem-medial_Bet_Waw_Alef,2
ויייי,Waw_Yod_Yod_Yod_Yod,2
שמיר,Shin_Mem-medial_Yod_Resh,2
גבלו,Gimel_Bet_Lamed_Waw,2
מולדים,Mem-medial_Waw_Lamed_Dalet_Yod_Mem,2
מעלי,Mem-medial_Ayin_Lamed_Yod,2
יקרא,Yod_Qof_Resh_Alef,2
ומזל,Waw_Mem-medial_Zayin_Lamed,2
לנוח,Lamed_Nun-medial_Waw_Het,2
ויך,Waw_Yod_Kaf-final,2
קרנות,Qof_Resh_Nun-medial_Waw_Taw,2
זמרו,Zayin_Mem-medial_Resh_Waw,2
ואפו,Waw_Alef_Pe_Waw,2
במחשבות,Bet_Mem-medial_Het_Shin_Bet_Waw_Taw,2
ברמיה,Bet_Resh_Mem-medial_Yod_He,2
לרצונכה,Lamed_Resh_Tsadi_Waw_Nun-medial_Kaf_He,2
והיצהר,Waw_He_Yod_Tsadi_He_Resh,2
דברת,Dalet_Bet_Resh_Taw,2
תכונו,Taw_Kaf_Waw_Nun-medial_Waw,2
ועצתו,Waw_Ayin_Tsadi_Taw_Waw,2
ויתעלמו,Waw_Yod_Taw_Ayin_Lamed_Mem-medial_Waw,2
המצוה,He_Mem-medial_Tsadi_Waw_He,2
בצאת,Bet_Tsadi_Alef_Taw,2
מאסו,Mem-medial_Alef_Samekh_Waw,2
בשנית,Bet_Shin_Nun-medial_Yod_Taw,2
ואתית,Waw_Alef_Taw_Yod_Taw,2
הזונות,He_Zayin_Waw_Nun-medial_Waw_Taw,2
מבנית,Mem-medial_Bet_Nun-medial_Yod_Taw,2
התחת,He_Taw_Het_Taw,2
ואפר,Waw_Alef_Pe_Resh,2
רוממו,Resh_Waw_Mem-medial_Mem-medial_Waw,2
ויסגרו,Waw_Yod_Samekh_Gimel_Resh_Waw,2
ושמונה,Waw_Shin_Mem-medial_Waw_Nun-medial_He,2
מטעת,Mem-medial_Tet_Ayin_Taw,2
וארגמן,Waw_Alef_Resh_Gimel_Mem-medial_Nun-final,2
מאורות,Mem-medial_Alef_Waw_Resh_Waw_Taw,2
אניר,Alef_Nun-medial_Yod_Resh,2
ודם,Waw_Dalet_Mem,2
ובעם,Waw_Bet_Ayin_Mem,2
תושיה,Taw_Waw_Shin_Yod_He,2
מחוקי,Mem-medial_Het_Waw_Qof_Yod,2
הצמאה,He_Tsadi_Mem-medial_Alef_He,2
אמור,Alef_Mem-medial_Waw_Resh,2
בפלאו,Bet_Pe_Lamed_Alef_Waw,2
נפילי,Nun-medial_Pe_Yod_Lamed_Yod,2
לעוף,Lamed_Ayin_Waw_Pe-final,2
ובקדושי,Waw_Bet_Qof_Dalet_Waw_Shin_Yod,2
עמהמה,Ayin_Mem-medial_He_Mem-medial_He,2
בלשוני,Bet_Lamed_Shin_Waw_Nun-medial_Yod,2
דודין,Dalet_Waw_Dalet_Yod_Nun-final,2
באישא,Bet_Alef_Yod_Shin_Alef,2
ולתהלך,Waw_Lamed_Taw_He_Lamed_Kaf-final,2
למערבא,Lamed_Mem-medial_Ayin_Resh_Bet_Alef,2
וומשפט,Waw_Waw_Mem-medial_Shin_Pe_Tet,2
דר,Dalet_Resh,2
ישקץ,Yod_Shin_Qof_Tasdi-final,2
לעליהם,Lamed_Ayin_Lamed_Yod_He_Mem,2
ישימו,Yod_Shin_Yod_Mem-medial_Waw,2
היין,He_Yod_Yod_Nun-final,2
לאלעזר,Lamed_Alef_Lamed_Ayin_Zayin_Resh,2
ואנחמה,Waw_Alef_Nun-medial_Het_Mem-medial_He,2
יזכור,Yod_Zayin_Kaf_Waw_Resh,2
יהבין,Yod_He_Bet_Yod_Nun-final,2
לפנות,Lamed_Pe_Nun-medial_Waw_Taw,2
בברזל,Bet_Bet_Resh_Zayin_Lamed,2
זקנים,Zayin_Qof_Nun-medial_Yod_Mem,2
רוחה,Resh_Waw_Het_He,2
במלכות,Bet_Mem-medial_Lamed_Kaf_Waw_Taw,2
ולשמוע,Waw_Lamed_Shin_Mem-medial_Waw_Ayin,2
כופר,Kaf_Waw_Pe_Resh,2
מלין,Mem-medial_Lamed_Yod_Nun-final,2
אבשלום,Alef_Bet_Shin_Lamed_Waw_Mem,2
תזוע,Taw_Zayin_Waw_Ayin,2
בראתם,Bet_Resh_Alef_Taw_Mem,2
והגר,Waw_He_Gimel_Resh,2
לדרוש,Lamed_Dalet_Resh_Waw_Shin,2
לרוחו,Lamed_Resh_Waw_Het_Waw,2
אוצרו,Alef_Waw_Tsadi_Resh_Waw,2
לברוך,Lamed_Bet_Resh_Waw_Kaf-final,2
לואמר,Lamed_Waw_Alef_Mem-medial_Resh,2
בדורותם,Bet_Dalet_Waw_Resh_Waw_Taw_Mem,2
ועלו,Waw_Ayin_Lamed_Waw,2
ירשע,Yod_Resh_Shin_Ayin,2
יקטירו,Yod_Qof_Tet_Yod_Resh_Waw,2
יומו,Yod_Waw_Mem-medial_Waw,2
אורו,Alef_Waw_Resh_Waw,2
לובני,Lamed_Waw_Bet_Nun-medial_Yod,2
עצות,Ayin_Tsadi_Waw_Taw,2
לעוזרנו,Lamed_Ayin_Waw_Zayin_Resh_Nun-medial_Waw,2
מבצר,Mem-medial_Bet_Tsadi_Resh,2
רשת,Resh_Shin_Taw,2
השור,He_Shin_Waw_Resh,2
לשבעה,Lamed_Shin_Bet_Ayin_He,2
רחם,Resh_Het_Mem,2
ולהלל,Waw_Lamed_He_Lamed_Lamed,2
ומטיף,Waw_Mem-medial_Tet_Yod_Pe-final,2
בעדני,Bet_Ayin_Dalet_Nun-medial_Yod,2
ומשמרו,Waw_Mem-medial_Shin_Mem-medial_Resh_Waw,2
פרשגן,Pe_Resh_Shin_Gimel_Nun-final,2
רחוב,Resh_Het_Waw_Bet,2
נצר,Nun-medial_Tsadi_Resh,2
אנפוהי,Alef_Nun-medial_Pe_Waw_He_Yod,2
צען,Tsadi_Ayin_Nun-final,2
אלפי,Alef_Lamed_Pe_Yod,2
מצוה,Mem-medial_Tsadi_Waw_He,2
חקקתה,Het_Qof_Qof_Taw_He,2
חמה,Het_Mem-medial_He,2
הביד,He_Bet_Yod_Dalet,2
תריב,Taw_Resh_Yod_Bet,2
רעי,Resh_Ayin_Yod,2
והרוכבים,Waw_He_Resh_Waw_Kaf_Bet_Yod_Mem,2
לעשרים,Lamed_Ayin_Shin_Resh_Yod_Mem,2
דבריך,Dalet_Bet_Resh_Yod_Kaf-final,2
ועתו,Waw_Ayin_Taw_Waw,2
והמים,Waw_He_Mem-medial_Yod_Mem,2
לאבוהי,Lamed_Alef_Bet_Waw_He_Yod,2
צו,Tsadi_Waw,2
פותו,Pe_Waw_Taw_Waw,2
אבלה,Alef_Bet_Lamed_He,2
ולללו,Waw_Lamed_Lamed_Lamed_Waw,2
הגשם,He_Gimel_Shin_Mem,2
בשבע,Bet_Shin_Bet_Ayin,2
ואבן,Waw_Alef_Bet_Nun-final,2
צאצאיה,Tsadi_Alef_Tsadi_Alef_Yod_He,2
אלוהיך,Alef_Lamed_Waw_He_Yod_Kaf-final,2
הבהמה,He_Bet_He_Mem-medial_He,2
מללא,Mem-medial_Lamed_Lamed_Alef,2
דרה,Dalet_Resh_He,2
ידינו,Yod_Dalet_Yod_Nun-medial_Waw,2
להשח,Lamed_He_Shin_Het,2
יוצאים,Yod_Waw_Tsadi_Alef_Yod_Mem,2
מידך,Mem-medial_Yod_Dalet_Kaf-final,2
בדברים,Bet_Dalet_Bet_Resh_Yod_Mem,2
בשת,Bet_Shin_Taw,2
לארבע,Lamed_Alef_Resh_Bet_Ayin,2
והמון,Waw_He_Mem-medial_Waw_Nun-final,2
הגר,He_Gimel_Resh,2
המעשה,He_Mem-medial_Ayin_Shin_He,2
יז,Yod_Zayin,2
ויומר,Waw_Yod_Waw_Mem-medial_Resh,2
פעמיהם,Pe_Ayin_Mem-medial_Yod_He_Mem,2
חדא,Het_Dalet_Alef,2
ירחק,Yod_Resh_Het_Qof,2
ובכית,Waw_Bet_Kaf_Yod_Taw,2
תכרות,Taw_Kaf_Resh_Waw_Taw,2
שמוע,Shin_Mem-medial_Waw_Ayin,2
קצה,Qof_Tsadi_He,2
שמותיהם,Shin_Mem-medial_Waw_Taw_Yod_He_Mem,2
תובד,Taw_Waw_Bet_Dalet,2
זולתו,Zayin_Waw_Lamed_Taw_Waw,2
כמנחת,Kaf_Mem-medial_Nun-medial_Het_Taw,2
ולמאוס,Waw_Lamed_Mem-medial_Alef_Waw_Samekh,2
לחלפתא,Lamed_Het_Lamed_Pe_Taw_Alef,2
